Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,
-4.12e-01,0.64,0.52
-4.11e-01,0.64,0.52
-4.10e-01,0.64,0.54
-4.09e-01,0.64,0.48
-4.08e-01,0.56,0.5
-4.07e-01,0.56,0.5
-4.06e-01,0.48,0.5
-4.05e-01,0.48,0.44
-4.04e-01,0.4,0.44
-4.03e-01,0.4,0.44
-4.02e-01,0.48,0.38
-4.01e-01,0.4,0.4
-4.00e-01,0.4,0.38
-3.99e-01,0.4,0.4
-3.98e-01,0.4,0.34
-3.97e-01,0.32,0.36
-3.96e-01,0.4,0.34
-3.95e-01,0.24,0.3
-3.94e-01,0.32,0.3
-3.93e-01,0.24,0.3
-3.92e-01,0.24,0.3
-3.91e-01,0.16,0.3
-3.90e-01,0.16,0.26
-3.89e-01,0.08,0.26
-3.88e-01,0,0.26
-3.87e-01,0.08,0.26
-3.86e-01,0,0.24
-3.85e-01,0,0.22
-3.84e-01,0,0.22
-3.83e-01,0,0.22
-3.82e-01,0,0.2
-3.81e-01,0.08,0.2
-3.80e-01,0.08,0.2
-3.79e-01,0,0.2
-3.78e-01,0.08,0.18
-3.77e-01,0.08,0.18
-3.76e-01,0.16,0.18
-3.75e-01,0.16,0.2
-3.74e-01,0.24,0.18
-3.73e-01,0.16,0.14
-3.72e-01,0.16,0.16
-3.71e-01,0.24,0.14
-3.70e-01,0.24,0.16
-3.69e-01,0.32,0.16
-3.68e-01,0.32,0.14
-3.67e-01,0.32,0.14
-3.66e-01,0.4,0.14
-3.65e-01,0.48,0.12
-3.64e-01,0.48,0.12
-3.63e-01,0.48,0.1
-3.62e-01,0.4,0.12
-3.61e-01,0.48,0.12
-3.60e-01,0.48,0.12
-3.59e-01,0.56,0.12
-3.58e-01,0.56,0.1
-3.57e-01,0.56,0.14
-3.56e-01,0.64,0.1
-3.55e-01,0.64,0.1
-3.54e-01,0.72,0.1
-3.53e-01,0.64,0.1
-3.52e-01,0.72,0.08
-3.51e-01,0.72,0.12
-3.50e-01,0.8,0.12
-3.49e-01,0.72,0.14
-3.48e-01,0.8,0.16
-3.47e-01,0.88,0.16
-3.46e-01,0.8,0.2
-3.45e-01,0.88,0.2
-3.44e-01,0.88,0.2
-3.43e-01,0.96,0.24
-3.42e-01,0.88,0.24
-3.41e-01,0.96,0.24
-3.40e-01,0.96,0.26
-3.39e-01,1.04,0.28
-3.38e-01,1.04,0.3
-3.37e-01,1.04,0.32
-3.36e-01,1.12,0.32
-3.35e-01,1.04,0.36
-3.34e-01,1.04,0.38
-3.33e-01,1.2,0.38
-3.32e-01,1.2,0.42
-3.31e-01,1.2,0.44
-3.30e-01,1.2,0.46
-3.29e-01,1.12,0.46
-3.28e-01,1.28,0.48
-3.27e-01,1.28,0.48
-3.26e-01,1.36,0.54
-3.25e-01,1.36,0.52
-3.24e-01,1.44,0.52
-3.23e-01,1.36,0.52
-3.22e-01,1.28,0.54
-3.21e-01,1.44,0.54
-3.20e-01,1.44,0.54
-3.19e-01,1.52,0.54
-3.18e-01,1.6,0.54
-3.17e-01,1.44,0.52
-3.16e-01,1.6,0.5
-3.15e-01,1.68,0.5
-3.14e-01,1.6,0.48
-3.13e-01,1.6,0.46
-3.12e-01,1.6,0.46
-3.11e-01,1.76,0.46
-3.10e-01,1.68,0.42
-3.09e-01,1.68,0.4
-3.08e-01,1.76,0.4
-3.07e-01,1.76,0.4
-3.06e-01,1.84,0.36
-3.05e-01,1.92,0.36
-3.04e-01,1.84,0.34
-3.03e-01,1.76,0.34
-3.02e-01,1.92,0.32
-3.01e-01,2,0.3
-3.00e-01,2,0.3
-2.99e-01,2,0.28
-2.98e-01,2.08,0.28
-2.97e-01,2.08,0.26
-2.96e-01,2.08,0.26
-2.95e-01,2.16,0.24
-2.94e-01,2.16,0.22
-2.93e-01,2.16,0.2
-2.92e-01,2.16,0.18
-2.91e-01,2.24,0.16
-2.90e-01,2.24,0.14
-2.89e-01,2.24,0.14
-2.88e-01,2.24,0.12
-2.87e-01,2.4,0.12
-2.86e-01,2.32,0.1
-2.85e-01,2.24,0.12
-2.84e-01,2.32,0.1
-2.83e-01,2.4,0.1
-2.82e-01,2.4,0.1
-2.81e-01,2.48,0.1
-2.80e-01,2.4,0.06
-2.79e-01,2.48,0.08
-2.78e-01,2.48,0.1
-2.77e-01,2.48,0.1
-2.76e-01,2.56,0.1
-2.75e-01,2.56,0.1
-2.74e-01,2.64,0.1
-2.73e-01,2.56,0.12
-2.72e-01,2.72,0.12
-2.71e-01,2.64,0.12
-2.70e-01,2.72,0.14
-2.69e-01,2.64,0.14
-2.68e-01,2.72,0.16
-2.67e-01,2.8,0.18
-2.66e-01,2.8,0.18
-2.65e-01,2.8,0.2
-2.64e-01,2.88,0.2
-2.63e-01,2.8,0.24
-2.62e-01,2.88,0.22
-2.61e-01,2.88,0.24
-2.60e-01,2.96,0.28
-2.59e-01,2.88,0.3
-2.58e-01,2.96,0.28
-2.57e-01,2.96,0.3
-2.56e-01,3.04,0.34
-2.55e-01,3.12,0.36
-2.54e-01,3.12,0.38
-2.53e-01,3.04,0.4
-2.52e-01,3.12,0.42
-2.51e-01,3.12,0.44
-2.50e-01,3.28,0.46
-2.49e-01,3.2,0.48
-2.48e-01,3.28,0.48
-2.47e-01,3.2,0.46
-2.46e-01,3.28,0.5
-2.45e-01,3.28,0.52
-2.44e-01,3.36,0.52
-2.43e-01,3.36,0.52
-2.42e-01,3.36,0.52
-2.41e-01,3.36,0.52
-2.40e-01,3.36,0.52
-2.39e-01,3.44,0.52
-2.38e-01,3.52,0.52
-2.37e-01,3.52,0.5
-2.36e-01,3.52,0.5
-2.35e-01,3.6,0.48
-2.34e-01,3.6,0.48
-2.33e-01,3.6,0.46
-2.32e-01,3.6,0.42
-2.31e-01,3.6,0.44
-2.30e-01,3.76,0.42
-2.29e-01,3.68,0.42
-2.28e-01,3.76,0.42
-2.27e-01,3.76,0.36
-2.26e-01,3.76,0.36
-2.25e-01,3.68,0.36
-2.24e-01,3.6,0.36
-2.23e-01,3.76,0.34
-2.22e-01,3.6,0.34
-2.21e-01,3.6,0.34
-2.20e-01,3.6,0.3
-2.19e-01,3.52,0.32
-2.18e-01,3.6,0.3
-2.17e-01,3.44,0.32
-2.16e-01,3.52,0.28
-2.15e-01,3.52,0.3
-2.14e-01,3.44,0.3
-2.13e-01,3.44,0.3
-2.12e-01,3.44,0.32
-2.11e-01,3.36,0.32
-2.10e-01,3.44,0.3
-2.09e-01,3.28,0.32
-2.08e-01,3.2,0.32
-2.07e-01,3.2,0.34
-2.06e-01,3.28,0.32
-2.05e-01,3.28,0.32
-2.04e-01,3.12,0.36
-2.03e-01,3.12,0.38
-2.02e-01,3.12,0.36
-2.01e-01,3.2,0.4
-2.00e-01,3.04,0.38
-1.99e-01,3.04,0.4
-1.98e-01,2.96,0.4
-1.97e-01,3.04,0.42
-1.96e-01,3.04,0.44
-1.95e-01,2.96,0.44
-1.94e-01,2.96,0.46
-1.93e-01,2.88,0.48
-1.92e-01,2.88,0.48
-1.91e-01,2.88,0.46
-1.90e-01,2.88,0.48
-1.89e-01,2.8,0.5
-1.88e-01,2.8,0.52
-1.87e-01,2.8,0.52
-1.86e-01,2.72,0.52
-1.85e-01,2.72,0.54
-1.84e-01,2.72,0.52
-1.83e-01,2.64,0.52
-1.82e-01,2.64,0.54
-1.81e-01,2.56,0.52
-1.80e-01,2.64,0.54
-1.79e-01,2.56,0.5
-1.78e-01,2.64,0.5
-1.77e-01,2.56,0.52
-1.76e-01,2.48,0.46
-1.75e-01,2.48,0.44
-1.74e-01,2.48,0.42
-1.73e-01,2.4,0.42
-1.72e-01,2.32,0.4
-1.71e-01,2.48,0.36
-1.70e-01,2.4,0.36
-1.69e-01,2.4,0.34
-1.68e-01,2.32,0.3
-1.67e-01,2.24,0.34
-1.66e-01,2.24,0.28
-1.65e-01,2.24,0.28
-1.64e-01,2.24,0.26
-1.63e-01,2.16,0.24
-1.62e-01,2.16,0.22
-1.61e-01,2,0.2
-1.60e-01,2.08,0.22
-1.59e-01,2.08,0.18
-1.58e-01,2,0.16
-1.57e-01,2,0.16
-1.56e-01,2,0.16
-1.55e-01,2,0.14
-1.54e-01,1.92,0.12
-1.53e-01,1.92,0.1
-1.52e-01,2,0.12
-1.51e-01,1.92,0.08
-1.50e-01,1.84,0.1
-1.49e-01,1.84,0.1
-1.48e-01,1.68,0.1
-1.47e-01,1.76,0.08
-1.46e-01,1.76,0.08
-1.45e-01,1.76,0.06
-1.44e-01,1.68,0.08
-1.43e-01,1.68,0.08
-1.42e-01,1.6,0.1
-1.41e-01,1.6,0.08
-1.40e-01,1.6,0.1
-1.39e-01,1.6,0.1
-1.38e-01,1.52,0.12
-1.37e-01,1.52,0.12
-1.36e-01,1.52,0.14
-1.35e-01,1.52,0.14
-1.34e-01,1.44,0.16
-1.33e-01,1.36,0.18
-1.32e-01,1.44,0.2
-1.31e-01,1.44,0.22
-1.30e-01,1.36,0.22
-1.29e-01,1.28,0.22
-1.28e-01,1.28,0.24
-1.27e-01,1.36,0.26
-1.26e-01,1.2,0.28
-1.25e-01,1.2,0.28
-1.24e-01,1.2,0.3
-1.23e-01,1.28,0.32
-1.22e-01,1.12,0.34
-1.21e-01,1.2,0.34
-1.20e-01,1.12,0.38
-1.19e-01,1.04,0.38
-1.18e-01,1.04,0.38
-1.17e-01,1.04,0.4
-1.16e-01,1.04,0.38
-1.15e-01,1.04,0.42
-1.14e-01,0.96,0.44
-1.13e-01,0.96,0.44
-1.12e-01,1.04,0.46
-1.11e-01,0.88,0.48
-1.10e-01,0.88,0.5
-1.09e-01,0.88,0.5
-1.08e-01,0.88,0.52
-1.07e-01,0.8,0.5
-1.06e-01,0.88,0.54
-1.05e-01,0.88,0.54
-1.04e-01,0.72,0.52
-1.03e-01,0.8,0.56
-1.02e-01,0.64,0.54
-1.01e-01,0.72,0.52
-1.00e-01,0.64,0.48
-9.90e-02,0.64,0.52
-9.80e-02,0.64,0.5
-9.70e-02,0.56,0.5
-9.60e-02,0.64,0.48
-9.50e-02,0.56,0.48
-9.40e-02,0.56,0.46
-9.30e-02,0.56,0.42
-9.20e-02,0.48,0.42
-9.10e-02,0.4,0.4
-9.00e-02,0.48,0.4
-8.90e-02,0.4,0.36
-8.80e-02,0.4,0.34
-8.70e-02,0.32,0.34
-8.60e-02,0.32,0.34
-8.50e-02,0.32,0.32
-8.40e-02,0.24,0.32
-8.30e-02,0.24,0.32
-8.20e-02,0.24,0.3
-8.10e-02,0.16,0.28
-8.00e-02,0.08,0.26
-7.90e-02,0.24,0.26
-7.80e-02,0.08,0.26
-7.70e-02,0.08,0.24
-7.60e-02,0.08,0.26
-7.50e-02,0,0.24
-7.40e-02,0,0.24
-7.30e-02,0,0.22
-7.20e-02,0,0.2
-7.10e-02,0,0.2
-7.00e-02,0,0.2
-6.90e-02,0.08,0.2
-6.80e-02,0.16,0.2
-6.70e-02,0.08,0.18
-6.60e-02,0.08,0.18
-6.50e-02,0.08,0.18
-6.40e-02,0.16,0.16
-6.30e-02,0.24,0.16
-6.20e-02,0.16,0.18
-6.10e-02,0.24,0.14
-6.00e-02,0.32,0.16
-5.90e-02,0.32,0.16
-5.80e-02,0.4,0.14
-5.70e-02,0.4,0.14
-5.60e-02,0.32,0.14
-5.50e-02,0.4,0.14
-5.40e-02,0.4,0.12
-5.30e-02,0.48,0.1
-5.20e-02,0.4,0.14
-5.10e-02,0.48,0.14
-5.00e-02,0.48,0.14
-4.90e-02,0.56,0.12
-4.80e-02,0.48,0.1
-4.70e-02,0.48,0.1
-4.60e-02,0.64,0.08
-4.50e-02,0.56,0.1
-4.40e-02,0.64,0.1
-4.30e-02,0.64,0.1
-4.20e-02,0.72,0.1
-4.10e-02,0.72,0.08
-4.00e-02,0.72,0.14
-3.90e-02,0.8,0.14
-3.80e-02,0.72,0.16
-3.70e-02,0.96,0.16
-3.60e-02,0.88,0.2
-3.50e-02,0.8,0.2
-3.40e-02,0.88,0.2
-3.30e-02,0.88,0.22
-3.20e-02,0.96,0.22
-3.10e-02,0.96,0.26
-3.00e-02,0.96,0.28
-2.90e-02,0.96,0.28
-2.80e-02,1.04,0.3
-2.70e-02,1.04,0.32
-2.60e-02,1.12,0.34
-2.50e-02,1.12,0.36
-2.40e-02,1.12,0.38
-2.30e-02,1.2,0.38
-2.20e-02,1.28,0.42
-2.10e-02,1.2,0.42
-2.00e-02,1.28,0.46
-1.90e-02,1.2,0.46
-1.80e-02,1.28,0.48
-1.70e-02,1.36,0.5
-1.60e-02,1.36,0.52
-1.50e-02,1.36,0.52
-1.40e-02,1.44,0.54
-1.30e-02,1.44,0.54
-1.20e-02,1.44,0.54
-1.10e-02,1.36,0.56
-1.00e-02,1.52,0.52
-9.00e-03,1.44,0.52
-8.00e-03,1.52,0.52
-7.00e-03,1.52,0.52
-6.00e-03,1.6,0.52
-5.00e-03,1.68,0.5
-4.00e-03,1.68,0.46
-3.00e-03,1.68,0.48
-2.00e-03,1.68,0.48
-1.00e-03,1.68,0.42
0.00e+00,1.68,0.42
1.00e-03,1.76,0.42
2.00e-03,1.84,0.42
3.00e-03,1.84,0.4
4.00e-03,1.76,0.38
5.00e-03,1.76,0.38
6.00e-03,1.84,0.34
7.00e-03,1.92,0.34
8.00e-03,1.92,0.3
9.00e-03,1.92,0.32
1.00e-02,2,0.3
1.10e-02,2,0.26
1.20e-02,2,0.26
1.30e-02,2,0.26
1.40e-02,2.08,0.24
1.50e-02,2.08,0.22
1.60e-02,2.08,0.2
1.70e-02,2.16,0.22
1.80e-02,2.24,0.18
1.90e-02,2.24,0.18
2.00e-02,2.24,0.14
2.10e-02,2.16,0.14
2.20e-02,2.24,0.12
2.30e-02,2.24,0.12
2.40e-02,2.4,0.12
2.50e-02,2.32,0.1
2.60e-02,2.32,0.1
2.70e-02,2.4,0.08
2.80e-02,2.48,0.1
2.90e-02,2.32,0.1
3.00e-02,2.48,0.08
3.10e-02,2.4,0.1
3.20e-02,2.48,0.1
3.30e-02,2.56,0.1
3.40e-02,2.48,0.08
3.50e-02,2.56,0.08
3.60e-02,2.56,0.08
3.70e-02,2.64,0.12
3.80e-02,2.64,0.14
3.90e-02,2.64,0.14
4.00e-02,2.56,0.14
4.10e-02,2.72,0.16
4.20e-02,2.8,0.16
4.30e-02,2.72,0.18
4.40e-02,2.72,0.18
4.50e-02,2.8,0.18
4.60e-02,2.88,0.2
4.70e-02,2.8,0.24
4.80e-02,2.88,0.22
4.90e-02,2.88,0.24
5.00e-02,2.96,0.26
5.10e-02,2.96,0.28
5.20e-02,2.88,0.3
5.30e-02,3.04,0.3
5.40e-02,3.04,0.34
5.50e-02,3.04,0.36
5.60e-02,3.12,0.36
5.70e-02,3.12,0.38
5.80e-02,3.04,0.42
5.90e-02,3.2,0.42
6.00e-02,3.2,0.44
6.10e-02,3.12,0.46
6.20e-02,3.28,0.48
6.30e-02,3.2,0.5
6.40e-02,3.36,0.52
6.50e-02,3.28,0.52
6.60e-02,3.28,0.52
6.70e-02,3.36,0.52
6.80e-02,3.36,0.52
6.90e-02,3.36,0.52
7.00e-02,3.52,0.52
7.10e-02,3.52,0.52
7.20e-02,3.44,0.52
7.30e-02,3.52,0.5
7.40e-02,3.6,0.5
7.50e-02,3.52,0.5
7.60e-02,3.6,0.48
7.70e-02,3.6,0.44
7.80e-02,3.6,0.44
7.90e-02,3.6,0.44
8.00e-02,3.6,0.44
8.10e-02,3.76,0.38
8.20e-02,3.68,0.38
8.30e-02,3.76,0.38
8.40e-02,3.84,0.38
8.50e-02,3.68,0.34
8.60e-02,3.68,0.34
8.70e-02,3.68,0.32
8.80e-02,3.6,0.34
8.90e-02,3.52,0.3
9.00e-02,3.6,0.3
9.10e-02,3.68,0.3
9.20e-02,3.52,0.32
9.30e-02,3.44,0.3
9.40e-02,3.52,0.32
9.50e-02,3.52,0.32
9.60e-02,3.44,0.3
9.70e-02,3.44,0.3
9.80e-02,3.44,0.3
9.90e-02,3.36,0.32
1.00e-01,3.36,0.32
1.01e-01,3.2,0.3
1.02e-01,3.2,0.34
1.03e-01,3.28,0.34
1.04e-01,3.2,0.34
1.05e-01,3.2,0.32
1.06e-01,3.28,0.34
1.07e-01,3.12,0.38
1.08e-01,3.12,0.36
1.09e-01,3.04,0.38
1.10e-01,3.12,0.38
1.11e-01,3.04,0.38
1.12e-01,3.04,0.42
1.13e-01,2.96,0.42
1.14e-01,3.04,0.42
1.15e-01,2.96,0.44
1.16e-01,2.96,0.44
1.17e-01,2.96,0.46
1.18e-01,2.96,0.48
1.19e-01,2.8,0.5
1.20e-01,2.8,0.48
1.21e-01,2.8,0.5
1.22e-01,2.8,0.52
1.23e-01,2.72,0.52
1.24e-01,2.72,0.5
1.25e-01,2.64,0.54
1.26e-01,2.72,0.52
1.27e-01,2.72,0.52
1.28e-01,2.56,0.52
1.29e-01,2.64,0.52
1.30e-01,2.64,0.52
1.31e-01,2.56,0.5
1.32e-01,2.56,0.5
1.33e-01,2.56,0.48
1.34e-01,2.48,0.48
1.35e-01,2.48,0.46
1.36e-01,2.56,0.42
1.37e-01,2.48,0.42
1.38e-01,2.48,0.4
1.39e-01,2.4,0.38
1.40e-01,2.48,0.34
1.41e-01,2.32,0.34
1.42e-01,2.4,0.34
1.43e-01,2.32,0.3
1.44e-01,2.32,0.3
1.45e-01,2.24,0.28
1.46e-01,2.24,0.26
1.47e-01,2.16,0.24
1.48e-01,2.16,0.24
1.49e-01,2.16,0.22
1.50e-01,2.08,0.2
1.51e-01,2.08,0.2
1.52e-01,2.08,0.16
1.53e-01,2.08,0.18
1.54e-01,2,0.16
1.55e-01,1.92,0.14
1.56e-01,2,0.14
1.57e-01,2,0.14
1.58e-01,1.92,0.12
1.59e-01,1.84,0.12
1.60e-01,1.84,0.1
1.61e-01,1.92,0.1
1.62e-01,1.84,0.08
1.63e-01,1.84,0.1
1.64e-01,1.76,0.08
1.65e-01,1.84,0.08
1.66e-01,1.76,0.08
1.67e-01,1.76,0.06
1.68e-01,1.68,0.06
1.69e-01,1.6,0.1
1.70e-01,1.68,0.1
1.71e-01,1.68,0.1
1.72e-01,1.6,0.1
1.73e-01,1.52,0.12
1.74e-01,1.52,0.12
1.75e-01,1.52,0.14
1.76e-01,1.44,0.16
1.77e-01,1.44,0.18
1.78e-01,1.36,0.22
1.79e-01,1.44,0.2
1.80e-01,1.36,0.2
1.81e-01,1.36,0.22
1.82e-01,1.28,0.24
1.83e-01,1.28,0.26
1.84e-01,1.36,0.26
1.85e-01,1.2,0.26
1.86e-01,1.28,0.3
1.87e-01,1.2,0.3
1.88e-01,1.28,0.32
1.89e-01,1.2,0.34
1.90e-01,1.12,0.34
1.91e-01,1.12,0.36
1.92e-01,1.04,0.36
1.93e-01,1.12,0.4
1.94e-01,1.04,0.42
1.95e-01,1.04,0.42
1.96e-01,0.96,0.42
1.97e-01,1.04,0.46
1.98e-01,0.96,0.46
1.99e-01,0.96,0.5
2.00e-01,0.88,0.48
2.01e-01,0.88,0.5
2.02e-01,0.8,0.52
2.03e-01,0.88,0.52
2.04e-01,0.88,0.52
2.05e-01,0.8,0.52
2.06e-01,0.72,0.56
2.07e-01,0.72,0.54
2.08e-01,0.72,0.52
2.09e-01,0.72,0.54
2.10e-01,0.64,0.5
2.11e-01,0.64,0.52
2.12e-01,0.56,0.5
2.13e-01,0.56,0.5
2.14e-01,0.4,0.48
2.15e-01,0.48,0.46
2.16e-01,0.56,0.46
2.17e-01,0.48,0.48
2.18e-01,0.48,0.42
2.19e-01,0.32,0.42
2.20e-01,0.4,0.4
2.21e-01,0.32,0.36
2.22e-01,0.32,0.36
2.23e-01,0.4,0.38
2.24e-01,0.32,0.36
2.25e-01,0.32,0.32
2.26e-01,0.32,0.34
2.27e-01,0.24,0.32
2.28e-01,0.16,0.3
2.29e-01,0.16,0.28
2.30e-01,0.16,0.28
2.31e-01,0.16,0.28
2.32e-01,0.16,0.26
2.33e-01,0.08,0.24
2.34e-01,0.08,0.26
2.35e-01,0.16,0.26
2.36e-01,0.08,0.22
2.37e-01,0.08,0.24
2.38e-01,0,0.22
2.39e-01,0.08,0.24
2.40e-01,0,0.22
2.41e-01,0.08,0.22
2.42e-01,0.08,0.2
2.43e-01,0.08,0.2
2.44e-01,0.16,0.18
2.45e-01,0.16,0.16
2.46e-01,0.24,0.18
2.47e-01,0.16,0.18
2.48e-01,0.16,0.16
2.49e-01,0.24,0.18
2.50e-01,0.24,0.14
2.51e-01,0.16,0.16
2.52e-01,0.32,0.14
2.53e-01,0.4,0.14
2.54e-01,0.32,0.12
2.55e-01,0.32,0.14
2.56e-01,0.4,0.16
2.57e-01,0.4,0.12
2.58e-01,0.4,0.14
2.59e-01,0.48,0.12
2.60e-01,0.4,0.1
2.61e-01,0.56,0.1
2.62e-01,0.56,0.12
2.63e-01,0.64,0.1
2.64e-01,0.72,0.12
2.65e-01,0.56,0.12
2.66e-01,0.64,0.1
2.67e-01,0.64,0.1
2.68e-01,0.72,0.1
2.69e-01,0.72,0.1
2.70e-01,0.8,0.12
2.71e-01,0.72,0.14
2.72e-01,0.72,0.14
2.73e-01,0.72,0.18
2.74e-01,0.8,0.18
2.75e-01,0.88,0.2
2.76e-01,0.96,0.22
2.77e-01,0.96,0.24
2.78e-01,0.96,0.24
2.79e-01,0.96,0.24
2.80e-01,1.04,0.28
2.81e-01,1.04,0.3
2.82e-01,1.04,0.3
2.83e-01,1.04,0.3
2.84e-01,1.2,0.32
2.85e-01,1.12,0.36
2.86e-01,1.12,0.38
2.87e-01,1.2,0.38
2.88e-01,1.12,0.42
2.89e-01,1.28,0.44
2.90e-01,1.2,0.44
2.91e-01,1.28,0.46
2.92e-01,1.28,0.48
2.93e-01,1.28,0.48
2.94e-01,1.36,0.52
2.95e-01,1.36,0.5
2.96e-01,1.44,0.54
2.97e-01,1.44,0.54
2.98e-01,1.44,0.54
2.99e-01,1.52,0.54
3.00e-01,1.52,0.56
3.01e-01,1.44,0.54
3.02e-01,1.52,0.52
3.03e-01,1.6,0.52
3.04e-01,1.52,0.52
3.05e-01,1.6,0.5
3.06e-01,1.6,0.48
3.07e-01,1.68,0.46
3.08e-01,1.68,0.46
3.09e-01,1.68,0.44
3.10e-01,1.76,0.42
3.11e-01,1.84,0.42
3.12e-01,1.76,0.42
3.13e-01,1.92,0.4
3.14e-01,1.84,0.36
3.15e-01,1.92,0.36
3.16e-01,1.84,0.36
3.17e-01,1.92,0.32
3.18e-01,2,0.32
3.19e-01,1.92,0.3
3.20e-01,2,0.3
3.21e-01,1.92,0.28
3.22e-01,2,0.28
3.23e-01,2.08,0.28
3.24e-01,2.08,0.26
3.25e-01,2.08,0.24
3.26e-01,2.16,0.22
3.27e-01,2.16,0.22
3.28e-01,2.16,0.18
3.29e-01,2.24,0.18
3.30e-01,2.24,0.16
3.31e-01,2.08,0.16
3.32e-01,2.32,0.12
3.33e-01,2.32,0.12
3.34e-01,2.32,0.1
3.35e-01,2.4,0.12
3.36e-01,2.4,0.1
3.37e-01,2.32,0.1
3.38e-01,2.4,0.06
3.39e-01,2.4,0.1
3.40e-01,2.48,0.06
3.41e-01,2.48,0.08
3.42e-01,2.48,0.08
3.43e-01,2.56,0.1
3.44e-01,2.48,0.08
3.45e-01,2.56,0.1
3.46e-01,2.64,0.08
3.47e-01,2.64,0.12
3.48e-01,2.64,0.12
3.49e-01,2.64,0.14
3.50e-01,2.72,0.14
3.51e-01,2.72,0.12
3.52e-01,2.72,0.16
3.53e-01,2.8,0.14
3.54e-01,2.72,0.18
3.55e-01,2.88,0.2
3.56e-01,2.8,0.2
3.57e-01,2.8,0.22
3.58e-01,2.8,0.22
3.59e-01,2.88,0.24
3.60e-01,2.96,0.28
3.61e-01,2.88,0.28
3.62e-01,2.96,0.28
3.63e-01,2.96,0.32
3.64e-01,3.04,0.34
3.65e-01,3.04,0.36
3.66e-01,2.96,0.36
3.67e-01,3.12,0.38
3.68e-01,3.12,0.44
3.69e-01,3.12,0.42
3.70e-01,3.2,0.42
3.71e-01,3.12,0.46
3.72e-01,3.28,0.5
3.73e-01,3.2,0.48
3.74e-01,3.28,0.5
3.75e-01,3.28,0.5
3.76e-01,3.28,0.52
3.77e-01,3.28,0.52
3.78e-01,3.44,0.54
3.79e-01,3.36,0.52
3.80e-01,3.44,0.52
3.81e-01,3.44,0.54
3.82e-01,3.36,0.52
3.83e-01,3.44,0.52
3.84e-01,3.52,0.5
3.85e-01,3.52,0.48
3.86e-01,3.6,0.5
3.87e-01,3.52,0.48
