Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.1,
Horizontal Delay,0,
Sample Interval,0.001,
Record Length,1000,
Gating,0.1% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,0.5
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH1,CH2
-4.12e-01,0.72,0.12
-4.11e-01,0.8,0.12
-4.10e-01,0.72,0.12
-4.09e-01,0.56,0.12
-4.08e-01,0.56,0.12
-4.07e-01,0.64,0.12
-4.06e-01,0.56,0.14
-4.05e-01,0.48,0.14
-4.04e-01,0.56,0.12
-4.03e-01,0.4,0.14
-4.02e-01,0.4,0.14
-4.01e-01,0.4,0.14
-4.00e-01,0.4,0.16
-3.99e-01,0.32,0.14
-3.98e-01,0.32,0.14
-3.97e-01,0.32,0.14
-3.96e-01,0.24,0.16
-3.95e-01,0.24,0.14
-3.94e-01,0.24,0.16
-3.93e-01,0.24,0.14
-3.92e-01,0.16,0.16
-3.91e-01,0.08,0.16
-3.90e-01,0.08,0.16
-3.89e-01,0.16,0.16
-3.88e-01,0.08,0.18
-3.87e-01,0.08,0.18
-3.86e-01,0,0.18
-3.85e-01,0,0.2
-3.84e-01,0,0.18
-3.83e-01,0,0.18
-3.82e-01,0,0.18
-3.81e-01,0,0.18
-3.80e-01,0.08,0.2
-3.79e-01,0,0.18
-3.78e-01,0.16,0.2
-3.77e-01,0,0.22
-3.76e-01,0.08,0.22
-3.75e-01,0.24,0.2
-3.74e-01,0.16,0.2
-3.73e-01,0.24,0.22
-3.72e-01,0.16,0.22
-3.71e-01,0.16,0.22
-3.70e-01,0.32,0.24
-3.69e-01,0.4,0.22
-3.68e-01,0.4,0.26
-3.67e-01,0.4,0.24
-3.66e-01,0.4,0.24
-3.65e-01,0.32,0.22
-3.64e-01,0.48,0.26
-3.63e-01,0.48,0.24
-3.62e-01,0.48,0.26
-3.61e-01,0.48,0.26
-3.60e-01,0.48,0.28
-3.59e-01,0.48,0.26
-3.58e-01,0.56,0.26
-3.57e-01,0.56,0.26
-3.56e-01,0.64,0.26
-3.55e-01,0.64,0.26
-3.54e-01,0.64,0.28
-3.53e-01,0.64,0.28
-3.52e-01,0.72,0.28
-3.51e-01,0.8,0.26
-3.50e-01,0.64,0.22
-3.49e-01,0.72,0.22
-3.48e-01,0.72,0.22
-3.47e-01,0.88,0.2
-3.46e-01,0.88,0.2
-3.45e-01,0.8,0.2
-3.44e-01,0.96,0.18
-3.43e-01,0.88,0.18
-3.42e-01,0.96,0.14
-3.41e-01,1.04,0.16
-3.40e-01,1.04,0.16
-3.39e-01,1.04,0.14
-3.38e-01,0.88,0.16
-3.37e-01,1.04,0.16
-3.36e-01,1.12,0.14
-3.35e-01,1.12,0.12
-3.34e-01,1.12,0.14
-3.33e-01,1.28,0.12
-3.32e-01,1.2,0.12
-3.31e-01,1.2,0.12
-3.30e-01,1.28,0.14
-3.29e-01,1.28,0.12
-3.28e-01,1.36,0.12
-3.27e-01,1.36,0.12
-3.26e-01,1.36,0.12
-3.25e-01,1.44,0.1
-3.24e-01,1.36,0.1
-3.23e-01,1.44,0.12
-3.22e-01,1.44,0.12
-3.21e-01,1.52,0.12
-3.20e-01,1.44,0.1
-3.19e-01,1.52,0.1
-3.18e-01,1.6,0.1
-3.17e-01,1.52,0.1
-3.16e-01,1.52,0.12
-3.15e-01,1.6,0.1
-3.14e-01,1.68,0.1
-3.13e-01,1.68,0.1
-3.12e-01,1.68,0.1
-3.11e-01,1.76,0.12
-3.10e-01,1.76,0.1
-3.09e-01,1.76,0.1
-3.08e-01,1.76,0.12
-3.07e-01,1.76,0.08
-3.06e-01,1.76,0.1
-3.05e-01,1.92,0.12
-3.04e-01,1.92,0.12
-3.03e-01,1.92,0.1
-3.02e-01,1.92,0.1
-3.01e-01,1.92,0.1
-3.00e-01,2,0.1
-2.99e-01,2,0.1
-2.98e-01,2.08,0.12
-2.97e-01,2.16,0.12
-2.96e-01,2.08,0.1
-2.95e-01,2.08,0.1
-2.94e-01,2.16,0.1
-2.93e-01,2.16,0.1
-2.92e-01,2.08,0.12
-2.91e-01,2.24,0.08
-2.90e-01,2.32,0.1
-2.89e-01,2.32,0.12
-2.88e-01,2.32,0.12
-2.87e-01,2.4,0.12
-2.86e-01,2.32,0.1
-2.85e-01,2.4,0.1
-2.84e-01,2.4,0.12
-2.83e-01,2.4,0.12
-2.82e-01,2.4,0.12
-2.81e-01,2.48,0.12
-2.80e-01,2.48,0.12
-2.79e-01,2.48,0.12
-2.78e-01,2.56,0.14
-2.77e-01,2.56,0.14
-2.76e-01,2.56,0.16
-2.75e-01,2.56,0.14
-2.74e-01,2.56,0.16
-2.73e-01,2.64,0.16
-2.72e-01,2.64,0.18
-2.71e-01,2.72,0.16
-2.70e-01,2.72,0.18
-2.69e-01,2.72,0.2
-2.68e-01,2.72,0.2
-2.67e-01,2.72,0.18
-2.66e-01,2.64,0.2
-2.65e-01,2.8,0.22
-2.64e-01,2.88,0.24
-2.63e-01,2.8,0.22
-2.62e-01,2.88,0.24
-2.61e-01,2.88,0.24
-2.60e-01,2.88,0.24
-2.59e-01,3.04,0.24
-2.58e-01,2.96,0.26
-2.57e-01,3.04,0.28
-2.56e-01,3.12,0.3
-2.55e-01,3.12,0.3
-2.54e-01,3.12,0.28
-2.53e-01,3.12,0.32
-2.52e-01,3.12,0.34
-2.51e-01,3.12,0.36
-2.50e-01,3.12,0.32
-2.49e-01,3.12,0.36
-2.48e-01,3.28,0.38
-2.47e-01,3.36,0.38
-2.46e-01,3.28,0.38
-2.45e-01,3.28,0.4
-2.44e-01,3.36,0.4
-2.43e-01,3.36,0.4
-2.42e-01,3.36,0.42
-2.41e-01,3.44,0.44
-2.40e-01,3.44,0.42
-2.39e-01,3.44,0.4
-2.38e-01,3.52,0.46
-2.37e-01,3.52,0.44
-2.36e-01,3.52,0.44
-2.35e-01,3.52,0.44
-2.34e-01,3.6,0.48
-2.33e-01,3.6,0.44
-2.32e-01,3.6,0.46
-2.31e-01,3.68,0.48
-2.30e-01,3.76,0.5
-2.29e-01,3.76,0.5
-2.28e-01,3.76,0.5
-2.27e-01,3.6,0.48
-2.26e-01,3.76,0.48
-2.25e-01,3.68,0.48
-2.24e-01,3.68,0.46
-2.23e-01,3.68,0.52
-2.22e-01,3.68,0.5
-2.21e-01,3.6,0.48
-2.20e-01,3.6,0.48
-2.19e-01,3.6,0.5
-2.18e-01,3.52,0.5
-2.17e-01,3.44,0.5
-2.16e-01,3.52,0.5
-2.15e-01,3.44,0.5
-2.14e-01,3.36,0.48
-2.13e-01,3.36,0.46
-2.12e-01,3.44,0.48
-2.11e-01,3.36,0.5
-2.10e-01,3.36,0.5
-2.09e-01,3.28,0.5
-2.08e-01,3.28,0.5
-2.07e-01,3.28,0.48
-2.06e-01,3.2,0.5
-2.05e-01,3.2,0.5
-2.04e-01,3.12,0.48
-2.03e-01,3.12,0.48
-2.02e-01,3.12,0.5
-2.01e-01,3.12,0.48
-2.00e-01,3.04,0.5
-1.99e-01,3.04,0.48
-1.98e-01,3.04,0.5
-1.97e-01,3.04,0.48
-1.96e-01,2.88,0.46
-1.95e-01,3.04,0.48
-1.94e-01,3.04,0.48
-1.93e-01,2.96,0.46
-1.92e-01,2.8,0.44
-1.91e-01,2.8,0.44
-1.90e-01,2.8,0.44
-1.89e-01,2.8,0.44
-1.88e-01,2.8,0.44
-1.87e-01,2.8,0.42
-1.86e-01,2.64,0.42
-1.85e-01,2.72,0.42
-1.84e-01,2.64,0.42
-1.83e-01,2.64,0.4
-1.82e-01,2.64,0.4
-1.81e-01,2.56,0.38
-1.80e-01,2.56,0.42
-1.79e-01,2.56,0.36
-1.78e-01,2.56,0.34
-1.77e-01,2.48,0.34
-1.76e-01,2.48,0.36
-1.75e-01,2.48,0.36
-1.74e-01,2.4,0.34
-1.73e-01,2.4,0.32
-1.72e-01,2.56,0.3
-1.71e-01,2.32,0.3
-1.70e-01,2.4,0.3
-1.69e-01,2.24,0.28
-1.68e-01,2.24,0.28
-1.67e-01,2.24,0.28
-1.66e-01,2.16,0.26
-1.65e-01,2.24,0.24
-1.64e-01,2.24,0.22
-1.63e-01,2.16,0.24
-1.62e-01,2.08,0.22
-1.61e-01,2.16,0.22
-1.60e-01,2.16,0.22
-1.59e-01,2.08,0.2
-1.58e-01,2,0.18
-1.57e-01,2,0.2
-1.56e-01,2.08,0.2
-1.55e-01,2,0.16
-1.54e-01,1.92,0.16
-1.53e-01,1.92,0.18
-1.52e-01,1.84,0.18
-1.51e-01,1.84,0.18
-1.50e-01,1.92,0.16
-1.49e-01,1.84,0.14
-1.48e-01,1.84,0.14
-1.47e-01,1.76,0.14
-1.46e-01,1.76,0.12
-1.45e-01,1.76,0.14
-1.44e-01,1.76,0.12
-1.43e-01,1.68,0.12
-1.42e-01,1.68,0.12
-1.41e-01,1.6,0.12
-1.40e-01,1.6,0.12
-1.39e-01,1.6,0.12
-1.38e-01,1.68,0.12
-1.37e-01,1.6,0.1
-1.36e-01,1.52,0.1
-1.35e-01,1.6,0.1
-1.34e-01,1.44,0.12
-1.33e-01,1.44,0.1
-1.32e-01,1.44,0.1
-1.31e-01,1.44,0.1
-1.30e-01,1.44,0.12
-1.29e-01,1.28,0.1
-1.28e-01,1.28,0.1
-1.27e-01,1.28,0.1
-1.26e-01,1.28,0.12
-1.25e-01,1.28,0.12
-1.24e-01,1.2,0.1
-1.23e-01,1.2,0.12
-1.22e-01,1.2,0.1
-1.21e-01,1.2,0.1
-1.20e-01,1.04,0.1
-1.19e-01,1.04,0.1
-1.18e-01,1.12,0.12
-1.17e-01,1.04,0.12
-1.16e-01,1.04,0.12
-1.15e-01,0.96,0.1
-1.14e-01,1.04,0.1
-1.13e-01,1.04,0.1
-1.12e-01,0.88,0.1
-1.11e-01,0.88,0.12
-1.10e-01,0.96,0.12
-1.09e-01,0.8,0.12
-1.08e-01,0.8,0.12
-1.07e-01,0.72,0.12
-1.06e-01,0.8,0.1
-1.05e-01,0.8,0.12
-1.04e-01,0.72,0.12
-1.03e-01,0.72,0.14
-1.02e-01,0.72,0.14
-1.01e-01,0.64,0.1
-1.00e-01,0.56,0.14
-9.90e-02,0.56,0.14
-9.80e-02,0.56,0.12
-9.70e-02,0.56,0.1
-9.60e-02,0.48,0.12
-9.50e-02,0.56,0.12
-9.40e-02,0.48,0.12
-9.30e-02,0.48,0.12
-9.20e-02,0.48,0.14
-9.10e-02,0.4,0.12
-9.00e-02,0.32,0.16
-8.90e-02,0.4,0.12
-8.80e-02,0.24,0.14
-8.70e-02,0.24,0.14
-8.60e-02,0.32,0.14
-8.50e-02,0.32,0.14
-8.40e-02,0.24,0.14
-8.30e-02,0.16,0.14
-8.20e-02,0.24,0.16
-8.10e-02,0.08,0.14
-8.00e-02,0.16,0.18
-7.90e-02,0.08,0.18
-7.80e-02,0.16,0.2
-7.70e-02,0,0.16
-7.60e-02,0.08,0.18
-7.50e-02,0,0.2
-7.40e-02,0,0.16
-7.30e-02,0,0.18
-7.20e-02,0,0.18
-7.10e-02,0,0.2
-7.00e-02,0,0.18
-6.90e-02,0.08,0.18
-6.80e-02,0.08,0.2
-6.70e-02,0.08,0.22
-6.60e-02,0.16,0.2
-6.50e-02,0.16,0.2
-6.40e-02,0.16,0.24
-6.30e-02,0.16,0.26
-6.20e-02,0.24,0.2
-6.10e-02,0.24,0.2
-6.00e-02,0.32,0.24
-5.90e-02,0.32,0.24
-5.80e-02,0.24,0.24
-5.70e-02,0.32,0.22
-5.60e-02,0.32,0.26
-5.50e-02,0.32,0.24
-5.40e-02,0.4,0.24
-5.30e-02,0.48,0.24
-5.20e-02,0.4,0.24
-5.10e-02,0.48,0.24
-5.00e-02,0.48,0.26
-4.90e-02,0.48,0.28
-4.80e-02,0.56,0.26
-4.70e-02,0.56,0.26
-4.60e-02,0.56,0.26
-4.50e-02,0.56,0.3
-4.40e-02,0.64,0.26
-4.30e-02,0.72,0.28
-4.20e-02,0.72,0.28
-4.10e-02,0.72,0.28
-4.00e-02,0.72,0.24
-3.90e-02,0.72,0.22
-3.80e-02,0.8,0.2
-3.70e-02,0.88,0.2
-3.60e-02,0.88,0.2
-3.50e-02,0.88,0.22
-3.40e-02,0.8,0.2
-3.30e-02,0.96,0.16
-3.20e-02,0.96,0.2
-3.10e-02,0.96,0.18
-3.00e-02,1.04,0.18
-2.90e-02,1.04,0.14
-2.80e-02,1.04,0.16
-2.70e-02,1.04,0.14
-2.60e-02,1.04,0.12
-2.50e-02,1.12,0.14
-2.40e-02,1.12,0.12
-2.30e-02,1.2,0.14
-2.20e-02,1.2,0.12
-2.10e-02,1.2,0.12
-2.00e-02,1.2,0.14
-1.90e-02,1.28,0.14
-1.80e-02,1.28,0.12
-1.70e-02,1.28,0.12
-1.60e-02,1.28,0.12
-1.50e-02,1.36,0.12
-1.40e-02,1.36,0.12
-1.30e-02,1.44,0.12
-1.20e-02,1.36,0.14
-1.10e-02,1.36,0.1
-1.00e-02,1.52,0.12
-9.00e-03,1.52,0.12
-8.00e-03,1.44,0.1
-7.00e-03,1.52,0.12
-6.00e-03,1.6,0.12
-5.00e-03,1.6,0.1
-4.00e-03,1.68,0.1
-3.00e-03,1.6,0.12
-2.00e-03,1.68,0.12
-1.00e-03,1.84,0.12
0.00e+00,1.68,0.1
1.00e-03,1.76,0.1
2.00e-03,1.76,0.1
3.00e-03,1.84,0.12
4.00e-03,1.76,0.1
5.00e-03,1.92,0.1
6.00e-03,1.84,0.12
7.00e-03,1.92,0.1
8.00e-03,1.92,0.12
9.00e-03,1.92,0.1
1.00e-02,2,0.1
1.10e-02,2,0.12
1.20e-02,2,0.1
1.30e-02,2,0.1
1.40e-02,2,0.1
1.50e-02,2.08,0.12
1.60e-02,2.08,0.12
1.70e-02,2.16,0.1
1.80e-02,2.16,0.1
1.90e-02,2.16,0.1
2.00e-02,2.24,0.1
2.10e-02,2.32,0.12
2.20e-02,2.32,0.12
2.30e-02,2.32,0.12
2.40e-02,2.32,0.12
2.50e-02,2.4,0.14
2.60e-02,2.4,0.12
2.70e-02,2.48,0.12
2.80e-02,2.4,0.1
2.90e-02,2.48,0.12
3.00e-02,2.48,0.14
3.10e-02,2.48,0.12
3.20e-02,2.56,0.14
3.30e-02,2.56,0.16
3.40e-02,2.48,0.16
3.50e-02,2.56,0.16
3.60e-02,2.64,0.14
3.70e-02,2.64,0.18
3.80e-02,2.64,0.16
3.90e-02,2.72,0.18
4.00e-02,2.72,0.16
4.10e-02,2.72,0.16
4.20e-02,2.72,0.18
4.30e-02,2.8,0.2
4.40e-02,2.88,0.2
4.50e-02,2.8,0.2
4.60e-02,2.88,0.22
4.70e-02,2.88,0.24
4.80e-02,2.88,0.24
4.90e-02,2.88,0.24
5.00e-02,2.96,0.26
5.10e-02,2.96,0.28
5.20e-02,2.96,0.28
5.30e-02,3.04,0.3
5.40e-02,3.04,0.28
5.50e-02,3.04,0.28
5.60e-02,3.2,0.32
5.70e-02,3.04,0.32
5.80e-02,3.12,0.32
5.90e-02,3.12,0.34
6.00e-02,3.12,0.34
6.10e-02,3.28,0.36
6.20e-02,3.36,0.36
6.30e-02,3.2,0.38
6.40e-02,3.2,0.36
6.50e-02,3.28,0.36
6.60e-02,3.36,0.38
6.70e-02,3.44,0.4
6.80e-02,3.44,0.4
6.90e-02,3.52,0.42
7.00e-02,3.44,0.44
7.10e-02,3.44,0.44
7.20e-02,3.44,0.42
7.30e-02,3.52,0.42
7.40e-02,3.44,0.46
7.50e-02,3.6,0.46
7.60e-02,3.52,0.48
7.70e-02,3.68,0.44
7.80e-02,3.6,0.48
7.90e-02,3.76,0.48
8.00e-02,3.68,0.48
8.10e-02,3.68,0.48
8.20e-02,3.76,0.48
8.30e-02,3.68,0.48
8.40e-02,3.76,0.5
8.50e-02,3.76,0.48
8.60e-02,3.6,0.48
8.70e-02,3.68,0.48
8.80e-02,3.6,0.5
8.90e-02,3.6,0.5
9.00e-02,3.6,0.46
9.10e-02,3.68,0.46
9.20e-02,3.52,0.48
9.30e-02,3.52,0.5
9.40e-02,3.44,0.48
9.50e-02,3.52,0.48
9.60e-02,3.36,0.46
9.70e-02,3.44,0.5
9.80e-02,3.44,0.46
9.90e-02,3.28,0.48
1.00e-01,3.28,0.5
1.01e-01,3.28,0.5
1.02e-01,3.2,0.5
1.03e-01,3.28,0.48
1.04e-01,3.12,0.48
1.05e-01,3.2,0.52
1.06e-01,3.12,0.46
1.07e-01,3.2,0.46
1.08e-01,3.12,0.48
1.09e-01,3.12,0.5
1.10e-01,3.04,0.48
1.11e-01,3.04,0.46
1.12e-01,3.04,0.48
1.13e-01,3.04,0.48
1.14e-01,2.96,0.46
1.15e-01,2.96,0.44
1.16e-01,2.96,0.46
1.17e-01,2.88,0.46
1.18e-01,2.8,0.44
1.19e-01,2.88,0.44
1.20e-01,2.8,0.44
1.21e-01,2.8,0.44
1.22e-01,2.72,0.42
1.23e-01,2.88,0.42
1.24e-01,2.8,0.44
1.25e-01,2.72,0.42
1.26e-01,2.64,0.4
1.27e-01,2.64,0.42
1.28e-01,2.72,0.42
1.29e-01,2.56,0.4
1.30e-01,2.56,0.38
1.31e-01,2.56,0.38
1.32e-01,2.64,0.4
1.33e-01,2.48,0.32
1.34e-01,2.48,0.32
1.35e-01,2.48,0.32
1.36e-01,2.48,0.34
1.37e-01,2.4,0.34
1.38e-01,2.4,0.3
1.39e-01,2.4,0.3
1.40e-01,2.4,0.3
1.41e-01,2.4,0.26
1.42e-01,2.4,0.26
1.43e-01,2.24,0.26
1.44e-01,2.4,0.28
1.45e-01,2.24,0.26
1.46e-01,2.16,0.24
1.47e-01,2.08,0.26
1.48e-01,2.16,0.24
1.49e-01,2.16,0.22
1.50e-01,2.16,0.22
1.51e-01,2.16,0.2
1.52e-01,2,0.18
1.53e-01,1.92,0.18
1.54e-01,2,0.18
1.55e-01,2.08,0.2
1.56e-01,2,0.18
1.57e-01,2,0.16
1.58e-01,1.84,0.14
1.59e-01,1.84,0.16
1.60e-01,1.92,0.16
1.61e-01,1.84,0.14
1.62e-01,1.84,0.14
1.63e-01,1.84,0.14
1.64e-01,1.76,0.12
1.65e-01,1.76,0.12
1.66e-01,1.68,0.14
1.67e-01,1.6,0.12
1.68e-01,1.76,0.12
1.69e-01,1.6,0.1
1.70e-01,1.68,0.1
1.71e-01,1.52,0.12
1.72e-01,1.52,0.12
1.73e-01,1.52,0.12
1.74e-01,1.52,0.14
1.75e-01,1.6,0.1
1.76e-01,1.44,0.1
1.77e-01,1.44,0.1
1.78e-01,1.28,0.12
1.79e-01,1.44,0.1
1.80e-01,1.36,0.1
1.81e-01,1.36,0.12
1.82e-01,1.28,0.1
1.83e-01,1.28,0.1
1.84e-01,1.2,0.1
1.85e-01,1.28,0.1
1.86e-01,1.28,0.12
1.87e-01,1.2,0.1
1.88e-01,1.2,0.1
1.89e-01,1.12,0.12
1.90e-01,1.2,0.1
1.91e-01,1.2,0.1
1.92e-01,1.12,0.1
1.93e-01,1.04,0.1
1.94e-01,1.04,0.12
1.95e-01,0.96,0.1
1.96e-01,0.96,0.1
1.97e-01,0.88,0.1
1.98e-01,0.88,0.12
1.99e-01,0.96,0.12
2.00e-01,0.96,0.08
2.01e-01,0.8,0.1
2.02e-01,0.88,0.12
2.03e-01,0.8,0.12
2.04e-01,0.8,0.1
2.05e-01,0.8,0.1
2.06e-01,0.8,0.12
2.07e-01,0.72,0.12
2.08e-01,0.72,0.1
2.09e-01,0.64,0.12
2.10e-01,0.56,0.12
2.11e-01,0.56,0.1
2.12e-01,0.56,0.12
2.13e-01,0.56,0.12
2.14e-01,0.56,0.1
2.15e-01,0.56,0.14
2.16e-01,0.48,0.12
2.17e-01,0.4,0.14
2.18e-01,0.4,0.12
2.19e-01,0.4,0.14
2.20e-01,0.4,0.14
2.21e-01,0.4,0.14
2.22e-01,0.32,0.16
2.23e-01,0.4,0.14
2.24e-01,0.32,0.14
2.25e-01,0.32,0.16
2.26e-01,0.24,0.14
2.27e-01,0.16,0.14
2.28e-01,0.08,0.16
2.29e-01,0.24,0.16
2.30e-01,0.08,0.18
2.31e-01,0.16,0.18
2.32e-01,0.08,0.16
2.33e-01,0,0.16
2.34e-01,0.08,0.16
2.35e-01,0.08,0.18
2.36e-01,0.08,0.18
2.37e-01,0,0.18
2.38e-01,0,0.18
2.39e-01,0,0.2
2.40e-01,0.08,0.18
2.41e-01,0.08,0.2
2.42e-01,0.08,0.2
2.43e-01,0.08,0.2
2.44e-01,0.08,0.22
2.45e-01,0.16,0.2
2.46e-01,0.16,0.22
2.47e-01,0.16,0.22
2.48e-01,0.24,0.22
2.49e-01,0.24,0.22
2.50e-01,0.24,0.22
2.51e-01,0.24,0.24
2.52e-01,0.32,0.24
2.53e-01,0.32,0.24
2.54e-01,0.4,0.24
2.55e-01,0.48,0.26
2.56e-01,0.4,0.24
2.57e-01,0.48,0.24
2.58e-01,0.48,0.26
2.59e-01,0.48,0.24
2.60e-01,0.4,0.26
2.61e-01,0.56,0.26
2.62e-01,0.64,0.26
2.63e-01,0.56,0.26
2.64e-01,0.64,0.26
2.65e-01,0.64,0.26
2.66e-01,0.64,0.28
2.67e-01,0.64,0.28
2.68e-01,0.72,0.28
2.69e-01,0.64,0.24
2.70e-01,0.72,0.26
2.71e-01,0.8,0.22
2.72e-01,0.8,0.2
2.73e-01,0.72,0.2
2.74e-01,0.8,0.22
2.75e-01,0.96,0.2
2.76e-01,0.88,0.18
2.77e-01,0.96,0.16
2.78e-01,0.96,0.18
2.79e-01,0.96,0.18
2.80e-01,0.96,0.14
2.81e-01,0.96,0.14
2.82e-01,1.12,0.14
2.83e-01,1.12,0.14
2.84e-01,1.12,0.16
2.85e-01,1.12,0.14
2.86e-01,1.04,0.16
2.87e-01,1.2,0.14
2.88e-01,1.2,0.12
2.89e-01,1.2,0.14
2.90e-01,1.28,0.1
2.91e-01,1.2,0.12
2.92e-01,1.36,0.12
2.93e-01,1.28,0.12
2.94e-01,1.36,0.1
2.95e-01,1.36,0.12
2.96e-01,1.36,0.12
2.97e-01,1.44,0.12
2.98e-01,1.44,0.12
2.99e-01,1.44,0.12
3.00e-01,1.52,0.12
3.01e-01,1.44,0.12
3.02e-01,1.44,0.12
3.03e-01,1.52,0.12
3.04e-01,1.52,0.08
3.05e-01,1.6,0.1
3.06e-01,1.6,0.1
3.07e-01,1.68,0.1
3.08e-01,1.6,0.1
3.09e-01,1.6,0.1
3.10e-01,1.68,0.12
3.11e-01,1.68,0.1
3.12e-01,1.76,0.12
3.13e-01,1.84,0.1
3.14e-01,1.92,0.1
3.15e-01,1.92,0.1
3.16e-01,1.76,0.1
3.17e-01,1.84,0.1
3.18e-01,1.84,0.1
3.19e-01,1.92,0.12
3.20e-01,1.92,0.1
3.21e-01,2.08,0.1
3.22e-01,1.92,0.12
3.23e-01,2.08,0.1
3.24e-01,2.16,0.08
3.25e-01,2.08,0.1
3.26e-01,2.16,0.08
3.27e-01,2.16,0.1
3.28e-01,2.08,0.1
3.29e-01,2.16,0.1
3.30e-01,2.24,0.1
3.31e-01,2.16,0.12
3.32e-01,2.32,0.1
3.33e-01,2.24,0.1
3.34e-01,2.32,0.12
3.35e-01,2.32,0.14
3.36e-01,2.4,0.12
3.37e-01,2.4,0.12
3.38e-01,2.4,0.12
3.39e-01,2.48,0.14
3.40e-01,2.48,0.12
3.41e-01,2.48,0.12
3.42e-01,2.48,0.14
3.43e-01,2.56,0.18
3.44e-01,2.56,0.14
3.45e-01,2.56,0.14
3.46e-01,2.64,0.14
3.47e-01,2.64,0.16
3.48e-01,2.64,0.18
3.49e-01,2.64,0.18
3.50e-01,2.64,0.18
3.51e-01,2.72,0.18
3.52e-01,2.72,0.2
3.53e-01,2.8,0.2
3.54e-01,2.8,0.2
3.55e-01,2.8,0.2
3.56e-01,2.8,0.2
3.57e-01,2.88,0.24
3.58e-01,2.88,0.24
3.59e-01,2.96,0.24
3.60e-01,2.88,0.26
3.61e-01,2.96,0.26
3.62e-01,2.96,0.28
3.63e-01,2.96,0.3
3.64e-01,3.12,0.28
3.65e-01,3.04,0.3
3.66e-01,3.12,0.34
3.67e-01,3.12,0.32
3.68e-01,3.12,0.34
3.69e-01,3.2,0.32
3.70e-01,3.28,0.34
3.71e-01,3.2,0.36
3.72e-01,3.28,0.36
3.73e-01,3.28,0.38
3.74e-01,3.28,0.36
3.75e-01,3.36,0.38
3.76e-01,3.36,0.42
